0,2,50
0,3,50
0,1,50
1000,1,49
1000,3,48
1000,2,48
2000,1,47
2000,3,47
2000,2,48
3000,2,47
3000,3,46
3000,1,46
4000,2,47
4000,3,45
4000,1,44
5000,2,45
5000,3,43
5000,1,65
6000,1,63
6000,3,41
6000,2,44
7000,1,61
7000,3,40
7000,2,44
8000,1,61
8000,2,44
8000,3,40
9000,2,42
9000,3,38
9000,1,59
10000,1,59
10000,3,38
10000,2,50
10000,4,2
11000,2,62
11000,3,38
11000,1,57
11000,4,21
12000,2,61
12000,1,55
12000,3,36
12000,4,20
13000,2,61
13000,4,20
13000,1,55
13000,3,36
14000,1,55
14000,3,36
14000,2,59
14000,4,20
15000,1,63
15000,3,36
15000,2,59
15000,4,19
16000,2,57
16000,1,59
16000,3,35
16000,4,19
17000,4,18
17000,2,53
17000,3,35
17000,1,58
18000,1,58
18000,3,35
18000,2,52
18000,4,18
19000,1,56
19000,3,37
19000,2,51
19000,4,17
20000,2,56
20000,3,46
20000,4,19
20000,1,55
21000,1,55
21000,3,46
21000,2,60
21000,4,27
22000,2,59
22000,1,54
22000,3,45
22000,4,26
23000,2,57
23000,3,44
23000,4,26
23000,1,54
24000,2,56
24000,3,43
24000,1,64
24000,4,25
25000,2,55
25000,1,71
25000,3,42
25000,4,24
26000,1,70
26000,3,42
26000,2,53
26000,4,24
27000,1,70
27000,2,52
27000,4,24
27000,3,41
28000,4,24
28000,1,69
28000,2,52
28000,3,40
29000,4,23
29000,1,67
29000,2,52
29000,3,40
30000,2,56
30000,3,39
30000,4,25
30000,1,66
31000,1,64
31000,3,45
31000,2,63
31000,4,39
32000,2,64
32000,3,44
32000,1,63
32000,4,41
33000,1,61
33000,3,44
33000,4,40
33000,2,62
34000,2,62
34000,1,60
34000,4,39
34000,3,44
35000,1,59
35000,3,43
35000,2,61
35000,4,38
