0,3,50
0,1,50
0,2,50
1000,2,47
1000,3,48
1000,1,50
2000,1,50
2000,3,47
2000,2,46
3000,2,45
3000,1,50
3000,3,46
4000,1,48
4000,3,45
4000,2,45
5000,1,74
5000,3,44
5000,2,43
6000,1,72
6000,3,43
6000,2,41
7000,1,72
7000,2,38
7000,3,41
8000,2,35
8000,3,40
8000,1,71
9000,2,35
9000,1,69
9000,3,40
10000,2,33
10000,3,39
10000,1,69
11000,1,68
11000,3,38
11000,2,50
11000,4,20
12000,2,50
12000,1,66
12000,3,37
12000,4,19
13000,1,65
13000,2,50
13000,3,37
13000,4,17
14000,1,65
14000,3,37
14000,4,16
14000,2,50
15000,2,49
15000,3,37
15000,4,16
15000,1,65
16000,1,72
16000,3,36
16000,4,16
16000,2,48
17000,2,45
17000,1,72
17000,3,34
17000,4,16
18000,2,45
18000,4,15
18000,1,71
18000,3,33
19000,2,43
19000,3,33
19000,1,71
19000,4,15
20000,2,42
20000,3,44
20000,4,15
20000,1,69
21000,1,67
21000,2,50
21000,3,46
21000,4,22
22000,1,67
22000,3,46
22000,4,24
22000,2,49
23000,1,65
23000,2,48
23000,3,46
23000,4,24
24000,1,65
24000,3,46
24000,2,48
24000,4,24
25000,2,48
25000,3,46
25000,1,74
25000,4,23
26000,1,80
26000,3,43
26000,2,47
26000,4,22
27000,1,81
27000,2,47
27000,3,42
27000,4,22
28000,2,47
28000,3,41
28000,1,80
28000,4,21
29000,4,20
29000,1,79
29000,2,45
29000,3,40
30000,1,75
30000,2,45
30000,3,40
30000,4,20
31000,4,20
31000,1,73
31000,3,40
31000,2,51
32000,2,61
32000,3,44
32000,1,72
32000,4,33
33000,1,68
33000,3,44
33000,4,38
33000,2,63
34000,2,63
34000,3,44
34000,1,68
34000,4,37
35000,1,66
35000,3,42
35000,4,37
35000,2,62
