10990000,8,16
10990000,2,23
10990000,20,1
10990000,6,6
10990000,9,1
10990000,10,1
10990000,16,17
10990000,15,5
10990000,3,2
10990000,19,1
10990000,27,1
10990000,18,2
10990000,11,15
10990000,23,2
10990000,4,1
10990000,12,1
10990000,26,1
10990000,13,1
10990000,17,4
10990000,24,2
10990000,25,1
10990000,7,1
10990000,21,1
10990000,5,1
10990000,28,1
10991000,17,4
10991000,11,14
10991000,8,16
10991000,2,23
10991000,15,4
10991000,16,17
10991000,23,2
10991000,6,6
10991000,3,2
10991000,4,1
10991000,19,1
10991000,27,1
10991000,21,1
10991000,18,2
10991000,9,1
10991000,10,1
10991000,29,1
10991000,24,2
10991000,28,1
10991000,20,1
10991000,26,1
10991000,7,1
10991000,25,1
10991000,5,1
10991000,13,1
10992000,8,15
10992000,2,23
10992000,11,16
10992000,6,7
10992000,20,1
10992000,23,2
10992000,9,1
10992000,10,1
10992000,16,17
10992000,15,4
10992000,7,1
10992000,17,4
10992000,27,1
10992000,21,1
10992000,24,2
10992000,25,1
10992000,3,2
10992000,4,1
10992000,28,1
10992000,19,1
10992000,5,1
10992000,26,1
10992000,29,1
10992000,18,2
10993000,17,4
10993000,11,15
10993000,6,7
10993000,27,1
10993000,16,17
10993000,2,21
10993000,8,14
10993000,24,2
10993000,25,1
10993000,15,3
10993000,28,1
10993000,23,2
10993000,21,1
10993000,5,1
10993000,20,1
10993000,3,2
10993000,19,1
10993000,18,2
10993000,7,1
10993000,29,1
10993000,4,1
10994000,2,21
10994000,16,17
10994000,20,1
10994000,6,7
10994000,11,14
10994000,23,2
10994000,8,14
10994000,17,4
10994000,7,1
10994000,18,2
10994000,27,1
10994000,3,2
10994000,19,1
10994000,24,2
10994000,28,1
10994000,5,1
10994000,4,1
10994000,15,3
10994000,25,1
10994000,29,1
10994000,21,1
10995000,2,22
10995000,16,16
10995000,17,4
10995000,24,2
10995000,25,1
10995000,28,1
10995000,30,1
10995000,23,3
10995000,8,12
10995000,11,15
10995000,6,8
10995000,3,2
10995000,19,1
10995000,15,3
10995000,27,1
10995000,4,1
10995000,5,1
10995000,7,1
10995000,18,1
10995000,29,1
10996000,11,17
10996000,6,10
10996000,23,3
10996000,15,3
10996000,2,21
10996000,16,16
10996000,29,1
10996000,3,2
10996000,19,1
10996000,17,5
10996000,8,12
10996000,18,1
10996000,24,2
10996000,28,1
10996000,4,1
10996000,25,1
10996000,27,1
10996000,30,1
10997000,16,16
10997000,11,18
10997000,6,10
10997000,8,12
10997000,24,2
10997000,25,1
10997000,2,22
10997000,3,2
10997000,19,1
10997000,30,1
10997000,23,3
10997000,17,5
10997000,18,1
10997000,29,2
10997000,4,1
10997000,15,2
10997000,28,1
10998000,2,22
10998000,8,12
10998000,16,16
10998000,11,19
10998000,15,2
10998000,29,2
10998000,17,2
10998000,24,2
10998000,25,1
10998000,6,9
10998000,3,2
10998000,19,1
10998000,23,3
10998000,28,1
10998000,30,1
10998000,4,1
10998000,18,1
10999000,24,2
10999000,28,1
10999000,11,19
10999000,16,16
10999000,6,11
10999000,8,12
10999000,23,5
10999000,25,1
10999000,2,22
10999000,30,2
10999000,17,2
10999000,29,2
10999000,15,2
10999000,3,2
10999000,4,1
10999000,19,1
10999000,18,1
11000000,8,11
11000000,2,22
11000000,16,16
11000000,11,19
11000000,24,2
11000000,25,1
11000000,3,2
11000000,19,1
11000000,6,11
11000000,30,2
11000000,15,2
11000000,23,4
11000000,29,2
11000000,28,1
11000000,4,1
11000000,17,1
11000000,18,1
11001000,11,20
11001000,6,12
11001000,16,16
11001000,2,22
11001000,30,2
11001000,3,2
11001000,4,1
11001000,8,11
11001000,15,2
11001000,19,1
11001000,29,2
11001000,23,4
11001000,24,2
11001000,28,1
11001000,25,1
11001000,17,1
11001000,18,1
11002000,2,22
11002000,16,16
11002000,11,21
11002000,23,4
11002000,3,2
11002000,19,1
11002000,6,11
11002000,30,2
11002000,4,1
11002000,8,11
11002000,29,2
11002000,15,2
11002000,24,2
11002000,28,1
11002000,17,1
11002000,25,1
11002000,18,1
11003000,3,2
11003000,19,1
11003000,11,20
11003000,6,10
11003000,2,21
11003000,16,16
11003000,8,11
11003000,24,2
11003000,25,1
11003000,15,2
11003000,23,4
11003000,30,2
11003000,4,1
11003000,18,1
11003000,29,2
11003000,17,1
11003000,28,1
11004000,24,2
11004000,28,1
11004000,11,20
11004000,6,11
11004000,16,16
11004000,8,11
11004000,2,23
11004000,15,2
11004000,23,4
11004000,3,2
11004000,4,1
11004000,30,3
11004000,18,1
11004000,29,2
11004000,19,1
11004000,25,1
11004000,17,2
11005000,16,15
11005000,30,3
11005000,6,13
11005000,3,2
11005000,19,1
11005000,2,24
11005000,11,20
11005000,8,11
11005000,17,3
11005000,15,2
11005000,23,4
11005000,18,1
11005000,24,2
11005000,25,1
11005000,29,1
11005000,4,1
11005000,28,1
11006000,8,10
11006000,2,24
11006000,16,14
11006000,11,20
11006000,23,4
11006000,17,3
11006000,6,14
11006000,30,3
11006000,15,2
11006000,3,2
11006000,4,1
11006000,19,1
