0,1,50
0,3,50
0,2,50
1000,2,48
1000,3,49
1000,1,50
2000,2,46
2000,1,50
2000,3,48
3000,1,48
3000,3,47
3000,2,45
4000,1,46
4000,3,46
4000,2,45
5000,1,69
5000,3,46
5000,2,44
6000,1,67
6000,3,44
6000,2,43
7000,2,40
7000,3,44
7000,1,66
8000,2,39
8000,3,42
8000,1,63
9000,2,39
9000,3,40
9000,1,61
10000,2,39
10000,3,38
10000,1,56
11000,1,55
11000,3,37
11000,2,55
11000,4,19
12000,1,54
12000,2,55
12000,3,36
12000,4,19
13000,2,52
13000,1,54
13000,3,36
13000,4,19
14000,1,54
14000,3,35
14000,2,51
14000,4,18
15000,1,62
15000,3,33
15000,2,47
15000,4,18
16000,2,45
16000,3,31
16000,1,60
16000,4,18
17000,1,58
17000,3,30
17000,2,45
17000,4,18
18000,1,56
18000,2,44
18000,3,29
18000,4,18
19000,2,44
19000,3,41
19000,1,55
19000,4,17
20000,4,24
20000,1,55
20000,3,41
20000,2,52
21000,2,51
21000,3,41
21000,1,54
21000,4,23
22000,4,23
22000,2,50
22000,3,39
22000,1,53
23000,4,22
23000,1,60
23000,2,46
23000,3,38
24000,1,62
24000,3,37
24000,2,44
24000,4,22
25000,2,41
25000,3,36
25000,1,58
25000,4,22
26000,4,20
26000,1,57
26000,3,35
26000,2,39
27000,2,37
27000,3,34
27000,1,57
27000,4,19
28000,2,45
28000,3,35
28000,4,22
28000,1,56
29000,2,48
29000,1,52
29000,3,38
29000,4,28
30000,4,30
30000,1,50
30000,3,37
30000,2,48
31000,4,28
31000,2,48
31000,3,37
31000,1,47
32000,2,45
32000,1,52
32000,3,37
32000,4,26
33000,1,55
33000,2,43
33000,4,26
33000,3,36
34000,4,26
34000,1,57
34000,2,42
34000,3,36
35000,2,42
35000,3,36
35000,1,54
35000,4,26
