0,3,50
0,1,50
0,2,50
1000,2,48
1000,3,50
1000,1,49
2000,2,47
2000,3,49
2000,1,46
3000,2,47
3000,1,44
3000,3,47
4000,1,44
4000,3,47
4000,2,46
5000,1,67
5000,3,47
5000,2,46
6000,1,67
6000,3,46
6000,2,45
7000,2,44
7000,1,65
7000,3,46
8000,2,43
8000,3,45
8000,1,64
9000,1,59
9000,3,42
9000,2,42
10000,1,59
10000,3,42
10000,2,42
11000,2,63
11000,1,59
11000,3,42
11000,4,21
12000,2,63
12000,3,42
12000,1,59
12000,4,21
13000,1,57
13000,2,61
13000,3,39
13000,4,21
14000,4,21
14000,2,59
14000,1,56
14000,3,37
15000,2,56
15000,3,36
15000,1,56
15000,4,21
16000,1,68
16000,3,36
16000,2,56
16000,4,21
17000,2,53
17000,3,35
17000,4,20
17000,1,68
18000,1,68
18000,3,35
18000,2,53
18000,4,20
19000,1,68
19000,3,35
19000,2,52
19000,4,20
20000,1,68
20000,3,44
20000,2,52
20000,4,20
21000,2,54
21000,3,53
21000,1,67
21000,4,19
22000,2,58
22000,3,51
22000,4,30
22000,1,67
23000,2,57
23000,3,50
23000,1,66
23000,4,30
24000,4,30
24000,1,66
24000,2,54
24000,3,49
25000,2,52
25000,3,49
25000,4,29
25000,1,67
26000,1,79
26000,2,52
26000,3,48
26000,4,28
27000,2,50
27000,3,44
27000,1,80
27000,4,27
28000,2,49
28000,3,44
28000,1,81
28000,4,26
29000,1,78
29000,3,44
29000,4,26
29000,2,49
30000,1,77
30000,2,47
30000,3,43
30000,4,26
31000,2,47
31000,1,75
31000,3,43
31000,4,24
32000,1,72
32000,3,42
32000,4,27
32000,2,53
33000,4,38
33000,2,59
33000,1,72
33000,3,42
34000,2,63
34000,1,70
34000,3,41
34000,4,40
35000,1,68
35000,3,41
35000,4,39
35000,2,63
