5589000,17,1
5589000,3,10
5589000,1,33
5589000,15,1
5589000,7,1
5589000,6,39
5589000,21,1
5589000,16,1
5589000,18,1
5589000,5,30
5589000,12,1
5589000,19,1
5589000,9,1
5589000,8,1
5589000,10,1
5589000,22,1
5589000,14,1
5589000,23,1
5589000,13,1
5589000,20,1
5589000,4,1
5590000,1,34
5590000,5,32
5590000,15,1
5590000,6,40
5590000,14,1
5590000,3,11
5590000,7,1
5590000,12,1
5590000,17,1
5590000,16,1
5590000,18,1
5590000,9,1
5590000,23,1
5590000,10,1
5590000,8,1
5590000,20,1
5590000,19,1
5590000,22,1
5590000,21,1
5590000,4,1
5591000,1,32
5591000,18,1
5591000,16,1
5591000,6,41
5591000,15,1
5591000,5,34
5591000,3,12
5591000,14,1
5591000,17,1
5591000,20,1
5591000,9,1
5591000,4,1
5591000,10,1
5591000,19,1
5591000,23,1
5591000,8,1
5591000,12,1
5591000,7,1
5592000,1,33
5592000,6,40
5592000,5,35
5592000,3,14
5592000,16,1
5592000,4,1
5592000,8,1
5592000,18,1
5592000,17,1
5592000,7,1
5592000,10,1
5592000,15,1
5592000,20,1
5592000,14,1
5592000,12,1
5592000,19,1
5593000,6,40
5593000,1,35
5593000,12,1
5593000,7,1
5593000,5,34
5593000,19,1
5593000,16,1
5593000,3,13
5593000,4,1
5593000,20,1
5593000,8,1
5593000,14,1
5593000,15,1
5593000,17,1
5594000,5,36
5594000,3,18
5594000,6,45
5594000,1,38
5594000,20,1
5594000,17,1
5594000,8,1
5594000,4,1
5594000,14,1
5595000,5,40
5595000,3,20
5595000,6,43
5595000,1,35
5595000,14,1
5595000,20,1
5596000,5,40
5596000,3,20
5596000,6,43
5596000,1,35
5596000,20,1
5596000,14,1
5597000,6,40
5597000,1,34
5597000,5,44
5597000,3,20
5598000,1,36
5598000,6,40
5598000,5,44
5598000,3,19
5599000,1,36
5599000,5,45
5599000,3,19
5599000,6,39
5600000,5,44
5600000,3,19
5600000,6,40
5600000,1,38
5601000,1,39
5601000,5,44
5601000,6,42
5601000,3,20
5602000,1,40
5602000,6,41
5602000,5,44
5602000,3,20
5603000,5,43
5603000,6,41
5603000,1,39
5603000,3,21
5604000,5,45
5604000,3,21
5604000,1,40
5604000,6,42
5605000,5,44
5605000,3,21
5605000,1,39
5605000,6,42
5606000,5,43
5606000,3,21
5606000,1,36
5606000,6,42
5607000,6,43
5607000,1,37
5607000,5,42
5607000,3,21
5608000,1,37
5608000,5,41
5608000,3,21
5608000,6,42
5609000,5,41
5609000,3,20
5609000,6,42
5609000,1,37
5610000,6,40
5610000,1,37
5610000,5,37
5610000,3,19
5611000,1,37
5611000,6,41
5611000,5,36
5611000,3,22
5612000,6,43
5612000,1,41
5612000,5,35
5612000,3,24
5613000,5,36
5613000,1,41
5613000,6,42
5613000,3,24
5614000,5,41
5614000,3,27
5614000,6,42
5614000,1,41
5615000,5,46
5615000,1,40
5615000,6,41
5615000,3,27
5616000,6,40
5616000,5,44
5616000,3,26
5616000,1,40
5617000,5,45
5617000,1,41
5617000,6,40
5617000,3,26
5618000,3,28
5618000,5,46
5618000,6,46
5618000,1,47
5619000,1,49
5619000,6,48
5619000,5,44
5619000,3,26
5620000,1,48
5620000,3,26
5620000,5,43
5620000,6,48
5621000,6,49
5621000,5,45
5621000,1,50
5621000,3,25
5622000,1,48
5622000,5,47
5622000,3,25
5622000,6,51
5623000,5,45
5623000,6,50
