0,3,50
0,2,50
0,1,50
1000,1,47
1000,2,50
1000,3,50
2000,1,45
2000,2,49
2000,3,48
3000,1,44
3000,3,47
3000,2,48
4000,1,44
4000,3,47
4000,2,48
5000,1,70
5000,2,45
5000,3,47
6000,1,69
6000,3,45
6000,2,42
7000,1,68
7000,3,45
7000,2,41
8000,2,40
8000,1,67
8000,3,45
9000,2,39
9000,3,44
9000,1,63
10000,1,61
10000,2,39
10000,3,44
11000,4,18
11000,1,58
11000,3,43
11000,2,61
12000,4,24
12000,1,56
12000,2,60
12000,3,40
13000,4,22
13000,1,54
13000,3,39
13000,2,59
14000,2,59
14000,1,54
14000,4,21
14000,3,39
15000,1,55
15000,4,19
15000,2,57
15000,3,37
16000,1,65
16000,3,36
16000,2,57
16000,4,19
17000,2,56
17000,1,59
17000,3,32
17000,4,18
18000,4,17
18000,1,57
18000,2,55
18000,3,32
19000,2,55
19000,1,54
19000,4,17
19000,3,32
20000,1,54
20000,2,55
20000,3,46
20000,4,16
21000,2,65
21000,1,52
21000,3,44
21000,4,25
22000,2,64
22000,3,43
22000,1,50
22000,4,28
23000,2,62
23000,3,43
23000,4,27
23000,1,50
24000,2,61
24000,3,42
24000,1,48
24000,4,27
25000,2,59
25000,4,26
25000,1,59
25000,3,41
26000,1,64
26000,3,40
26000,2,59
26000,4,26
27000,1,62
27000,3,40
27000,2,57
27000,4,26
28000,2,56
28000,3,38
28000,4,26
28000,1,61
29000,2,55
29000,3,37
29000,1,56
29000,4,24
30000,1,55
30000,2,60
30000,3,37
30000,4,24
31000,1,55
31000,3,39
31000,2,68
31000,4,35
32000,2,69
32000,4,38
32000,3,38
32000,1,52
33000,4,37
33000,2,67
33000,1,50
33000,3,37
34000,2,63
34000,1,49
34000,4,35
34000,3,36
35000,1,57
35000,3,36
35000,2,63
35000,4,33
